  14770.0      0.000
  14775.0      0.000
  14780.0      0.001
  14785.0      0.001
  14790.0      0.001
  14795.0      0.001
  14800.0      0.001
  14805.0      0.001
  14810.0      0.001
  14815.0      0.001
  14820.0      0.001
  14825.0      0.002
  14830.0      0.002
  14835.0      0.002
  14840.0      0.002
  14845.0      0.003
  14850.0      0.003
  14855.0      0.004
  14860.0      0.004
  14865.0      0.005
  14870.0      0.006
  14875.0      0.007
  14880.0      0.008
  14885.0      0.009
  14890.0      0.011
  14895.0      0.012
  14900.0      0.015
  14905.0      0.017
  14910.0      0.020
  14915.0      0.024
  14920.0      0.029
  14925.0      0.034
  14930.0      0.041
  14935.0      0.048
  14940.0      0.058
  14945.0      0.069
  14950.0      0.083
  14955.0      0.098
  14960.0      0.118
  14965.0      0.138
  14970.0      0.163
  14975.0      0.189
  14980.0      0.220
  14985.0      0.251
  14990.0      0.284
  14995.0      0.318
  15000.0      0.350
  15005.0      0.381
  15010.0      0.409
  15015.0      0.436
  15020.0      0.456
  15025.0      0.476
  15030.0      0.490
  15035.0      0.504
  15040.0      0.513
  15045.0      0.521
  15050.0      0.527
  15055.0      0.533
  15060.0      0.536
  15065.0      0.540
  15070.0      0.542
  15075.0      0.544
  15080.0      0.545
  15085.0      0.546
  15090.0      0.548
  15095.0      0.549
  15100.0      0.549
  15105.0      0.550
  15110.0      0.550
  15115.0      0.551
  15120.0      0.551
  15125.0      0.551
  15130.0      0.550
  15135.0      0.550
  15140.0      0.549
  15145.0      0.548
  15150.0      0.548
  15155.0      0.547
  15160.0      0.546
  15165.0      0.545
  15170.0      0.544
  15175.0      0.542
  15180.0      0.541
  15185.0      0.540
  15190.0      0.539
  15195.0      0.538
  15200.0      0.537
  15205.0      0.537
  15210.0      0.536
  15215.0      0.535
  15220.0      0.535
  15225.0      0.534
  15230.0      0.534
  15235.0      0.534
  15240.0      0.533
  15245.0      0.533
  15250.0      0.532
  15255.0      0.532
  15260.0      0.532
  15265.0      0.532
  15270.0      0.531
  15275.0      0.531
  15280.0      0.531
  15285.0      0.530
  15290.0      0.530
  15295.0      0.530
  15300.0      0.530
  15305.0      0.530
  15310.0      0.529
  15315.0      0.529
  15320.0      0.529
  15325.0      0.529
  15330.0      0.529
  15335.0      0.529
  15340.0      0.529
  15345.0      0.529
  15350.0      0.528
  15355.0      0.528
  15360.0      0.528
  15365.0      0.528
  15370.0      0.529
  15375.0      0.529
  15380.0      0.529
  15385.0      0.529
  15390.0      0.529
  15395.0      0.529
  15400.0      0.529
  15405.0      0.529
  15410.0      0.530
  15415.0      0.530
  15420.0      0.530
  15425.0      0.530
  15430.0      0.530
  15435.0      0.530
  15440.0      0.530
  15445.0      0.530
  15450.0      0.531
  15455.0      0.531
  15460.0      0.531
  15465.0      0.531
  15470.0      0.531
  15475.0      0.531
  15480.0      0.531
  15485.0      0.531
  15490.0      0.531
  15495.0      0.531
  15500.0      0.532
  15505.0      0.532
  15510.0      0.532
  15515.0      0.532
  15520.0      0.532
  15525.0      0.532
  15530.0      0.532
  15535.0      0.532
  15540.0      0.532
  15545.0      0.532
  15550.0      0.532
  15555.0      0.532
  15560.0      0.532
  15565.0      0.532
  15570.0      0.532
  15575.0      0.532
  15580.0      0.531
  15585.0      0.531
  15590.0      0.530
  15595.0      0.529
  15600.0      0.526
  15605.0      0.524
  15610.0      0.521
  15615.0      0.517
  15620.0      0.510
  15625.0      0.503
  15630.0      0.492
  15635.0      0.481
  15640.0      0.466
  15645.0      0.450
  15650.0      0.429
  15655.0      0.408
  15660.0      0.384
  15665.0      0.359
  15670.0      0.332
  15675.0      0.304
  15680.0      0.276
  15685.0      0.249
  15690.0      0.223
  15695.0      0.198
  15700.0      0.176
  15705.0      0.154
  15710.0      0.135
  15715.0      0.117
  15720.0      0.102
  15725.0      0.088
  15730.0      0.077
  15735.0      0.066
  15740.0      0.057
  15745.0      0.049
  15750.0      0.043
  15755.0      0.037
  15760.0      0.032
  15765.0      0.028
  15770.0      0.024
  15775.0      0.021
  15780.0      0.018
  15785.0      0.016
  15790.0      0.014
  15795.0      0.012
  15800.0      0.011
  15805.0      0.010
  15810.0      0.008
  15815.0      0.007
  15820.0      0.006
  15825.0      0.006
  15830.0      0.005
  15835.0      0.004
  15840.0      0.004
  15845.0      0.003
  15850.0      0.003
  15855.0      0.003
  15860.0      0.002
  15865.0      0.002
  15870.0      0.002
  15875.0      0.002
  15880.0      0.002
  15885.0      0.001
  15890.0      0.001
  15895.0      0.001
  15900.0      0.001
  15905.0      0.001
  15910.0      0.001
  15915.0      0.001
  15920.0      0.001
  15925.0      0.001
  15930.0      0.001
  15935.0      0.000
  15940.0      0.000
  15945.0      0.000
