# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
2.700	        3.061e-04
2.701	        3.125e-04
2.702	        3.204e-04
2.704	        3.290e-04
2.705	        3.390e-04
2.707	        3.502e-04
2.708	        3.631e-04
2.709	        3.790e-04
2.711	        3.956e-04
2.712	        4.129e-04
2.713	        4.309e-04
2.715	        4.498e-04
2.716	        4.691e-04
2.717	        4.866e-04
2.719	        5.066e-04
2.720	        5.262e-04
2.721	        5.465e-04
2.723	        5.687e-04
2.724	        5.927e-04
2.725	        6.204e-04
2.727	        6.516e-04
2.728	        6.851e-04
2.729	        7.258e-04
2.731	        7.694e-04
2.732	        8.173e-04
2.734	        8.739e-04
2.735	        9.352e-04
2.736	        1.001e-03
2.738	        1.074e-03
2.739	        1.152e-03
2.740	        1.240e-03
2.742	        1.336e-03
2.743	        1.441e-03
2.744	        1.559e-03
2.746	        1.685e-03
2.747	        1.824e-03
2.748	        1.980e-03
2.750	        2.153e-03
2.751	        2.343e-03
2.752	        2.549e-03
2.754	        2.773e-03
2.755	        3.019e-03
2.757	        3.285e-03
2.758	        3.574e-03
2.759	        3.886e-03
2.761	        4.219e-03
2.762	        4.575e-03
2.763	        4.957e-03
2.765	        5.368e-03
2.766	        5.805e-03
2.767	        6.270e-03
2.769	        6.763e-03
2.770	        7.287e-03
2.771	        7.847e-03
2.773	        8.445e-03
2.774	        9.084e-03
2.775	        9.770e-03
2.777	        1.050e-02
2.778	        1.129e-02
2.779	        1.214e-02
2.781	        1.307e-02
2.782	        1.407e-02
2.784	        1.516e-02
2.785	        1.634e-02
2.786	        1.764e-02
2.788	        1.905e-02
2.789	        2.061e-02
2.790	        2.233e-02
2.792	        2.424e-02
2.793	        2.635e-02
2.794	        2.871e-02
2.796	        3.134e-02
2.797	        3.429e-02
2.798	        3.761e-02
2.800	        4.132e-02
2.801	        4.548e-02
2.802	        5.016e-02
2.804	        5.544e-02
2.805	        6.138e-02
2.807	        6.809e-02
2.808	        7.565e-02
2.809	        8.417e-02
2.811	        9.377e-02
2.812	        1.046e-01
2.813	        1.167e-01
2.815	        1.303e-01
2.816	        1.455e-01
2.817	        1.623e-01
2.819	        1.809e-01
2.820	        2.014e-01
2.821	        2.237e-01
2.823	        2.480e-01
2.824	        2.741e-01
2.825	        3.019e-01
2.827	        3.314e-01
2.828	        3.622e-01
2.829	        3.942e-01
2.831	        4.270e-01
2.832	        4.603e-01
2.834	        4.936e-01
2.835	        5.267e-01
2.836	        5.591e-01
2.838	        5.906e-01
2.839	        6.209e-01
2.840	        6.496e-01
2.842	        6.768e-01
2.843	        7.021e-01
2.844	        7.255e-01
2.846	        7.471e-01
2.847	        7.668e-01
2.848	        7.847e-01
2.850	        8.008e-01
2.851	        8.152e-01
2.852	        8.280e-01
2.854	        8.393e-01
2.855	        8.492e-01
2.857	        8.579e-01
2.858	        8.653e-01
2.859	        8.717e-01
2.861	        8.770e-01
2.862	        8.815e-01
2.863	        8.852e-01
2.865	        8.882e-01
2.866	        8.905e-01
2.867	        8.923e-01
2.869	        8.936e-01
2.870	        8.945e-01
2.871	        8.951e-01
2.873	        8.954e-01
2.874	        8.954e-01
2.875	        8.953e-01
2.877	        8.951e-01
2.878	        8.948e-01
2.879	        8.945e-01
2.881	        8.942e-01
2.882	        8.940e-01
2.884	        8.938e-01
2.885	        8.936e-01
2.886	        8.936e-01
2.888	        8.936e-01
2.889	        8.937e-01
2.890	        8.939e-01
2.892	        8.942e-01
2.893	        8.946e-01
2.894	        8.951e-01
2.896	        8.956e-01
2.897	        8.962e-01
2.898	        8.969e-01
2.900	        8.976e-01
2.901	        8.982e-01
2.902	        8.989e-01
2.904	        8.997e-01
2.905	        9.004e-01
2.906	        9.010e-01
2.908	        9.017e-01
2.909	        9.023e-01
2.911	        9.030e-01
2.912	        9.036e-01
2.913	        9.042e-01
2.915	        9.048e-01
2.916	        9.054e-01
2.917	        9.060e-01
2.919	        9.066e-01
2.920	        9.071e-01
2.921	        9.077e-01
2.923	        9.082e-01
2.924	        9.087e-01
2.925	        9.091e-01
2.927	        9.096e-01
2.928	        9.100e-01
2.929	        9.104e-01
2.931	        9.108e-01
2.932	        9.111e-01
2.934	        9.114e-01
2.935	        9.117e-01
2.936	        9.120e-01
2.938	        9.121e-01
2.939	        9.123e-01
2.940	        9.124e-01
2.942	        9.124e-01
2.943	        9.124e-01
2.944	        9.124e-01
2.946	        9.123e-01
2.947	        9.121e-01
2.948	        9.119e-01
2.950	        9.117e-01
2.951	        9.114e-01
2.952	        9.111e-01
2.954	        9.108e-01
2.955	        9.105e-01
2.956	        9.102e-01
2.958	        9.099e-01
2.959	        9.096e-01
2.961	        9.093e-01
2.962	        9.091e-01
2.963	        9.089e-01
2.965	        9.088e-01
2.966	        9.088e-01
2.967	        9.088e-01
2.969	        9.088e-01
2.970	        9.090e-01
2.971	        9.092e-01
2.973	        9.095e-01
2.974	        9.098e-01
2.975	        9.102e-01
2.977	        9.106e-01
2.978	        9.111e-01
2.979	        9.117e-01
2.981	        9.123e-01
2.982	        9.129e-01
2.984	        9.135e-01
2.985	        9.142e-01
2.986	        9.148e-01
2.988	        9.154e-01
2.989	        9.161e-01
2.990	        9.166e-01
2.992	        9.172e-01
2.993	        9.177e-01
2.994	        9.182e-01
2.996	        9.186e-01
2.997	        9.190e-01
2.998	        9.193e-01
3.000	        9.195e-01
3.001	        9.197e-01
3.002	        9.199e-01
3.004	        9.199e-01
3.005	        9.200e-01
3.006	        9.200e-01
3.008	        9.200e-01
3.009	        9.199e-01
3.011	        9.198e-01
3.012	        9.197e-01
3.013	        9.196e-01
3.015	        9.195e-01
3.016	        9.195e-01
3.017	        9.194e-01
3.019	        9.193e-01
3.020	        9.193e-01
3.021	        9.193e-01
3.023	        9.193e-01
3.024	        9.194e-01
3.025	        9.194e-01
3.027	        9.195e-01
3.028	        9.197e-01
3.029	        9.198e-01
3.031	        9.199e-01
3.032	        9.201e-01
3.034	        9.203e-01
3.035	        9.205e-01
3.036	        9.206e-01
3.038	        9.208e-01
3.039	        9.209e-01
3.040	        9.209e-01
3.042	        9.210e-01
3.043	        9.210e-01
3.044	        9.210e-01
3.046	        9.209e-01
3.047	        9.207e-01
3.048	        9.206e-01
3.050	        9.204e-01
3.051	        9.201e-01
3.052	        9.198e-01
3.054	        9.195e-01
3.055	        9.192e-01
3.056	        9.188e-01
3.058	        9.185e-01
3.059	        9.182e-01
3.061	        9.178e-01
3.062	        9.175e-01
3.063	        9.173e-01
3.065	        9.170e-01
3.066	        9.169e-01
3.067	        9.168e-01
3.069	        9.168e-01
3.070	        9.168e-01
3.071	        9.169e-01
3.073	        9.170e-01
3.074	        9.172e-01
3.075	        9.175e-01
3.077	        9.178e-01
3.078	        9.182e-01
3.079	        9.186e-01
3.081	        9.190e-01
3.082	        9.195e-01
3.084	        9.199e-01
3.085	        9.203e-01
3.086	        9.207e-01
3.088	        9.211e-01
3.089	        9.214e-01
3.090	        9.216e-01
3.092	        9.218e-01
3.093	        9.219e-01
3.094	        9.219e-01
3.096	        9.219e-01
3.097	        9.217e-01
3.098	        9.215e-01
3.100	        9.213e-01
3.101	        9.210e-01
3.102	        9.206e-01
3.104	        9.203e-01
3.105	        9.199e-01
3.106	        9.195e-01
3.108	        9.191e-01
3.109	        9.187e-01
3.111	        9.183e-01
3.112	        9.179e-01
3.113	        9.175e-01
3.115	        9.170e-01
3.116	        9.163e-01
3.117	        9.155e-01
3.119	        9.143e-01
3.120	        9.128e-01
3.121	        9.107e-01
3.123	        9.079e-01
3.124	        9.041e-01
3.125	        8.993e-01
3.127	        8.931e-01
3.128	        8.853e-01
3.129	        8.757e-01
3.131	        8.641e-01
3.132	        8.503e-01
3.134	        8.342e-01
3.135	        8.155e-01
3.136	        7.944e-01
3.138	        7.708e-01
3.139	        7.448e-01
3.140	        7.166e-01
3.142	        6.864e-01
3.143	        6.546e-01
3.144	        6.216e-01
3.146	        5.876e-01
3.147	        5.532e-01
3.148	        5.187e-01
3.150	        4.845e-01
3.151	        4.511e-01
3.152	        4.186e-01
3.154	        3.873e-01
3.155	        3.576e-01
3.156	        3.294e-01
3.158	        3.030e-01
3.159	        2.783e-01
3.161	        2.554e-01
3.162	        2.343e-01
3.163	        2.148e-01
3.165	        1.970e-01
3.166	        1.806e-01
3.167	        1.657e-01
3.169	        1.522e-01
3.170	        1.398e-01
