# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
    0.664	9.3066E-01
    0.665	9.4039E-01
    0.666	9.4938E-01
    0.667	9.5432E-01
    0.668	9.5361E-01
    0.669	9.4831E-01
    0.670	9.4067E-01
    0.671	9.3127E-01
    0.672	9.2109E-01
    0.673	9.1139E-01
    0.674	9.0357E-01
    0.675	8.9819E-01
    0.676	8.9593E-01
    0.677	8.9626E-01
    0.678	8.9969E-01
    0.679	9.0557E-01
    0.680	9.1463E-01
    0.681	9.2613E-01
    0.682	9.3666E-01
    0.683	9.4432E-01
    0.684	9.4965E-01
    0.685	9.5323E-01
    0.686	9.5549E-01
    0.687	9.5676E-01
    0.688	9.5787E-01
    0.689	9.5970E-01
    0.690	9.6144E-01
    0.691	9.6101E-01
    0.692	9.5682E-01
    0.693	9.4717E-01
    0.694	9.3296E-01
    0.695	9.1714E-01
    0.696	9.0257E-01
    0.697	8.9301E-01
    0.698	8.8985E-01
    0.699	8.9441E-01
    0.700	9.0547E-01
    0.701	9.2026E-01
    0.702	9.3483E-01
    0.703	9.4648E-01
    0.704	9.5329E-01
    0.705	9.5628E-01
    0.706	9.5655E-01
    0.707	9.5584E-01
    0.708	9.5510E-01
    0.709	9.5562E-01
    0.710	9.5536E-01
    0.711	9.5223E-01
    0.712	9.4377E-01
    0.713	9.3009E-01
    0.714	9.1588E-01
    0.715	9.0493E-01
    0.716	9.0210E-01
    0.717	9.0450E-01
    0.718	9.0728E-01
    0.719	9.0453E-01
    0.720	8.9449E-01
    0.721	8.8080E-01
    0.722	8.7085E-01
    0.723	8.7113E-01
    0.724	8.8258E-01
    0.725	9.0160E-01
    0.726	9.2309E-01
    0.727	9.4159E-01
    0.728	9.5499E-01
    0.729	9.6183E-01
    0.730	9.6481E-01
    0.731	9.6411E-01
    0.732	9.6187E-01
    0.733	9.5702E-01
    0.734	9.4836E-01
    0.735	9.3579E-01
    0.736	9.2201E-01
    0.737	9.0960E-01
    0.738	9.0095E-01
    0.739	8.9702E-01
    0.740	8.9741E-01
    0.741	8.9926E-01
    0.742	8.9929E-01
    0.743	8.9792E-01
    0.744	8.9812E-01
    0.745	9.0400E-01
    0.746	9.1452E-01
    0.747	9.2801E-01
    0.748	9.3865E-01
    0.749	9.4521E-01
    0.750	9.4684E-01
    0.751	9.4665E-01
    0.752	9.4662E-01
    0.753	9.4447E-01
    0.754	9.3783E-01
    0.755	9.2291E-01
    0.756	9.0114E-01
    0.757	8.7763E-01
    0.758	8.5940E-01
    0.759	8.5087E-01
    0.760	8.5077E-01
    0.761	8.5495E-01
    0.762	8.5859E-01
    0.763	8.6148E-01
    0.764	8.6646E-01
    0.765	8.7744E-01
    0.766	8.9238E-01
    0.767	9.0772E-01
    0.768	9.1621E-01
    0.769	9.1666E-01
    0.770	9.0813E-01
    0.771	8.9543E-01
    0.772	8.7928E-01
    0.773	8.5965E-01
    0.774	8.3413E-01
    0.775	8.0137E-01
    0.776	7.6008E-01
    0.777	7.0503E-01
    0.778	6.3158E-01
    0.779	5.3806E-01
    0.780	4.3325E-01
    0.781	3.2956E-01
    0.782	2.3904E-01
    0.783	1.6696E-01
    0.784	1.1350E-01
    0.785	7.5839E-02
    0.786	5.0023E-02
    0.787	3.3061E-02
    0.788	2.1920E-02
    0.789	1.4899E-02
    0.790	1.0154E-02
    0.791	7.1223E-03
    0.792	5.1716E-03
    0.793	3.8436E-03
    0.794	2.8735E-03
    0.795	2.1610E-03
    0.796	1.6421E-03
    0.797	1.2662E-03
    0.798	9.8441E-04
    0.799	7.7074E-04
    0.800	6.0856E-04
    0.801	4.8442E-04
    0.802	3.8604E-04
    0.803	3.0986E-04
    0.804	2.4874E-04
    0.805	2.0092E-04
    0.806	1.6217E-04
    0.807	1.3128E-04
    0.808	1.0644E-04
    0.809	8.7162E-05
    0.810	7.2687E-05
    0.811	6.0665E-05
    0.812	5.0570E-05
    0.813	4.1259E-05
    0.814	3.3882E-05
    0.815	2.8529E-05
    0.816	2.4907E-05
    0.817	2.1707E-05
    0.818	1.8591E-05
    0.819	1.5743E-05
    0.820	1.3787E-05
    0.821	1.2473E-05
    0.822	1.1232E-05
    0.823	9.6481E-06
    0.824	7.9914E-06
    0.825	6.4265E-06
    0.826	5.3978E-06
    0.827	4.8955E-06
    0.828	4.6089E-06
    0.829	4.3912E-06
    0.830	3.9894E-06
    0.831	3.6843E-06
    0.832	3.2652E-06
    0.833	2.8819E-06
    0.834	2.5705E-06
    0.835	2.3144E-06
    0.836	2.2173E-06
    0.837	2.1749E-06
    0.838	2.0787E-06
    0.839	1.8929E-06
    0.840	1.6097E-06
    0.841	1.4413E-06
    0.842	1.3100E-06
    0.843	1.1528E-06
    0.844	1.0725E-06
    0.845	9.6174E-07
    0.846	1.0447E-06
    0.847	1.0767E-06
    0.848	1.0515E-06
    0.849	9.7451E-07
    0.850	9.0375E-07
    0.851	7.7538E-07
    0.852	7.3015E-07
    0.853	6.2839E-07
    0.854	6.5820E-07
    0.855	5.6652E-07
    0.856	6.2652E-07
    0.857	5.1977E-07
    0.858	4.5526E-07
    0.859	3.4014E-07
    0.860	7.1138E-07
    0.861	7.3990E-07
    0.862	6.9061E-07
    0.863	8.1117E-07
    0.864	1.0680E-06
    0.865	1.4117E-06
    0.866	8.9964E-07
    0.867	6.9877E-07
    0.868	6.9730E-07
    0.869	8.0772E-07
    0.870	1.0368E-06
    0.871	9.1449E-07
    0.872	9.3091E-07
    0.873	9.2935E-07
    0.874	1.0191E-06
    0.875	1.0464E-06
    0.876	8.1852E-07
    0.877	5.3896E-07
    0.878	4.5393E-07
    0.879	1.4432E-06
    0.880	1.7957E-06
    0.881	2.6417E-06
    0.882	1.6546E-06
    0.883	2.5971E-06
    0.884	2.7883E-06
    0.885	2.6075E-06
    0.886	1.6668E-06
    0.887	6.6598E-07
    0.888	1.0997E-06
    0.889	8.7101E-07
    0.890	1.5929E-06
    0.891	1.1592E-06
    0.892	1.9268E-06
    0.893	1.1922E-06
    0.894	1.5955E-06
    0.895	3.8749E-06
    0.896	6.3682E-06
    0.897	2.0855E-05
    0.898	3.2621E-05
    0.899	4.3773E-05
