# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
3.000	        1.012e-04
3.001	        1.032e-04
3.002	        1.049e-04
3.004	        1.038e-04
3.005	        1.095e-04
3.006	        1.197e-04
3.008	        1.303e-04
3.009	        1.398e-04
3.011	        1.503e-04
3.012	        1.556e-04
3.013	        1.529e-04
3.015	        1.485e-04
3.016	        1.468e-04
3.017	        1.473e-04
3.019	        1.495e-04
3.020	        1.578e-04
3.021	        1.665e-04
3.023	        1.725e-04
3.024	        1.759e-04
3.025	        1.803e-04
3.027	        1.871e-04
3.028	        1.984e-04
3.029	        2.132e-04
3.031	        2.298e-04
3.032	        2.472e-04
3.034	        2.615e-04
3.035	        2.722e-04
3.036	        2.837e-04
3.038	        2.990e-04
3.039	        3.161e-04
3.040	        3.366e-04
3.042	        3.573e-04
3.043	        3.816e-04
3.044	        4.079e-04
3.046	        4.320e-04
3.047	        4.567e-04
3.048	        4.858e-04
3.050	        5.165e-04
3.051	        5.454e-04
3.052	        5.787e-04
3.054	        6.192e-04
3.055	        6.651e-04
3.056	        7.168e-04
3.058	        7.776e-04
3.059	        8.425e-04
3.061	        9.072e-04
3.062	        9.741e-04
3.063	        1.037e-03
3.065	        1.099e-03
3.066	        1.165e-03
3.067	        1.236e-03
3.069	        1.315e-03
3.070	        1.402e-03
3.071	        1.490e-03
3.073	        1.582e-03
3.074	        1.680e-03
3.075	        1.780e-03
3.077	        1.884e-03
3.078	        1.995e-03
3.079	        2.113e-03
3.081	        2.240e-03
3.082	        2.371e-03
3.084	        2.509e-03
3.085	        2.660e-03
3.086	        2.820e-03
3.088	        2.990e-03
3.089	        3.174e-03
3.090	        3.372e-03
3.092	        3.585e-03
3.093	        3.814e-03
3.094	        4.065e-03
3.096	        4.334e-03
3.097	        4.623e-03
3.098	        4.933e-03
3.100	        5.268e-03
3.101	        5.633e-03
3.102	        6.034e-03
3.104	        6.476e-03
3.105	        6.968e-03
3.106	        7.507e-03
3.108	        8.103e-03
3.109	        8.761e-03
3.111	        9.490e-03
3.112	        1.030e-02
3.113	        1.120e-02
3.115	        1.220e-02
3.116	        1.333e-02
3.117	        1.458e-02
3.119	        1.598e-02
3.120	        1.756e-02
3.121	        1.933e-02
3.123	        2.133e-02
3.124	        2.358e-02
3.125	        2.613e-02
3.127	        2.900e-02
3.128	        3.226e-02
3.129	        3.593e-02
3.131	        4.010e-02
3.132	        4.484e-02
3.134	        5.022e-02
3.135	        5.632e-02
3.136	        6.326e-02
3.138	        7.113e-02
3.139	        8.005e-02
3.140	        9.013e-02
3.142	        1.015e-01
3.143	        1.143e-01
3.144	        1.286e-01
3.146	        1.446e-01
3.147	        1.624e-01
3.148	        1.820e-01
3.150	        2.034e-01
3.151	        2.266e-01
3.152	        2.516e-01
3.154	        2.782e-01
3.155	        3.061e-01
3.156	        3.351e-01
3.158	        3.649e-01
3.159	        3.950e-01
3.161	        4.251e-01
3.162	        4.548e-01
3.163	        4.835e-01
3.165	        5.111e-01
3.166	        5.373e-01
3.167	        5.618e-01
3.169	        5.845e-01
3.170	        6.054e-01
3.171	        6.246e-01
3.173	        6.421e-01
3.174	        6.580e-01
3.175	        6.725e-01
3.177	        6.859e-01
3.178	        6.981e-01
3.179	        7.095e-01
3.181	        7.201e-01
3.182	        7.302e-01
3.184	        7.397e-01
3.185	        7.489e-01
3.186	        7.577e-01
3.188	        7.662e-01
3.189	        7.745e-01
3.190	        7.826e-01
3.192	        7.904e-01
3.193	        7.981e-01
3.194	        8.055e-01
3.196	        8.127e-01
3.197	        8.196e-01
3.198	        8.262e-01
3.200	        8.325e-01
3.201	        8.386e-01
3.202	        8.442e-01
3.204	        8.496e-01
3.205	        8.545e-01
3.206	        8.591e-01
3.208	        8.634e-01
3.209	        8.672e-01
3.211	        8.707e-01
3.212	        8.739e-01
3.213	        8.767e-01
3.215	        8.792e-01
3.216	        8.814e-01
3.217	        8.833e-01
3.219	        8.850e-01
3.220	        8.864e-01
3.221	        8.877e-01
3.223	        8.888e-01
3.224	        8.897e-01
3.225	        8.905e-01
3.227	        8.911e-01
3.228	        8.917e-01
3.229	        8.922e-01
3.231	        8.926e-01
3.232	        8.930e-01
3.233	        8.933e-01
3.235	        8.936e-01
3.236	        8.939e-01
3.238	        8.942e-01
3.239	        8.945e-01
3.240	        8.948e-01
3.242	        8.951e-01
3.243	        8.953e-01
3.244	        8.956e-01
3.246	        8.959e-01
3.247	        8.962e-01
3.248	        8.964e-01
3.250	        8.966e-01
3.251	        8.968e-01
3.252	        8.970e-01
3.254	        8.972e-01
3.255	        8.974e-01
3.256	        8.976e-01
3.258	        8.977e-01
3.259	        8.978e-01
3.261	        8.979e-01
3.262	        8.980e-01
3.263	        8.980e-01
3.265	        8.980e-01
3.266	        8.980e-01
3.267	        8.979e-01
3.269	        8.979e-01
3.270	        8.978e-01
3.271	        8.977e-01
3.273	        8.975e-01
3.274	        8.974e-01
3.275	        8.972e-01
3.277	        8.970e-01
3.278	        8.968e-01
3.279	        8.966e-01
3.281	        8.964e-01
3.282	        8.961e-01
3.283	        8.959e-01
3.285	        8.957e-01
3.286	        8.954e-01
3.288	        8.952e-01
3.289	        8.949e-01
3.290	        8.947e-01
3.292	        8.945e-01
3.293	        8.942e-01
3.294	        8.940e-01
3.296	        8.938e-01
3.297	        8.936e-01
3.298	        8.934e-01
3.300	        8.932e-01
3.301	        8.930e-01
3.302	        8.927e-01
3.304	        8.925e-01
3.305	        8.923e-01
3.306	        8.921e-01
3.308	        8.920e-01
3.309	        8.918e-01
3.311	        8.916e-01
3.312	        8.915e-01
3.313	        8.914e-01
3.315	        8.912e-01
3.316	        8.911e-01
3.317	        8.910e-01
3.319	        8.909e-01
3.320	        8.908e-01
3.321	        8.907e-01
3.323	        8.906e-01
3.324	        8.906e-01
3.325	        8.905e-01
3.327	        8.905e-01
3.328	        8.905e-01
3.329	        8.905e-01
3.331	        8.905e-01
3.332	        8.905e-01
3.333	        8.905e-01
3.335	        8.906e-01
3.336	        8.907e-01
3.338	        8.907e-01
3.339	        8.908e-01
3.340	        8.910e-01
3.342	        8.911e-01
3.343	        8.912e-01
3.344	        8.913e-01
3.346	        8.914e-01
3.347	        8.916e-01
3.348	        8.917e-01
3.350	        8.919e-01
3.351	        8.920e-01
3.352	        8.921e-01
3.354	        8.922e-01
3.355	        8.924e-01
3.356	        8.925e-01
3.358	        8.926e-01
3.359	        8.927e-01
3.361	        8.928e-01
