# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
    3.8010	0.000
    3.8024	9.927E-03
    3.8037	1.045E-02
    3.8051	1.101E-02
    3.8064	1.161E-02
    3.8078	1.226E-02
    3.8091	1.295E-02
    3.8105	1.370E-02
    3.8118	1.450E-02
    3.8132	1.537E-02
    3.8145	1.631E-02
    3.8159	1.732E-02
    3.8172	1.841E-02
    3.8186	1.960E-02
    3.8199	2.089E-02
    3.8213	2.229E-02
    3.8226	2.381E-02
    3.8240	2.546E-02
    3.8253	2.726E-02
    3.8267	2.922E-02
    3.8280	3.135E-02
    3.8294	3.369E-02
    3.8307	3.623E-02
    3.8321	3.901E-02
    3.8334	4.206E-02
    3.8348	4.538E-02
    3.8361	4.902E-02
    3.8375	5.301E-02
    3.8388	5.738E-02
    3.8402	6.215E-02
    3.8416	6.740E-02
    3.8429	7.314E-02
    3.8443	7.941E-02
    3.8456	8.629E-02
    3.8470	9.382E-02
    3.8483	1.020E-01
    3.8497	1.110E-01
    3.8510	1.208E-01
    3.8524	1.314E-01
    3.8537	1.430E-01
    3.8551	1.555E-01
    3.8564	1.691E-01
    3.8578	1.837E-01
    3.8591	1.994E-01
    3.8605	2.161E-01
    3.8618	2.340E-01
    3.8632	2.529E-01
    3.8645	2.728E-01
    3.8659	2.936E-01
    3.8672	3.153E-01
    3.8686	3.378E-01
    3.8699	3.610E-01
    3.8713	3.845E-01
    3.8726	4.084E-01
    3.8740	4.325E-01
    3.8753	4.564E-01
    3.8767	4.801E-01
    3.8780	5.033E-01
    3.8794	5.260E-01
    3.8807	5.479E-01
    3.8821	5.688E-01
    3.8834	5.888E-01
    3.8848	6.076E-01
    3.8861	6.254E-01
    3.8875	6.420E-01
    3.8888	6.574E-01
    3.8902	6.717E-01
    3.8915	6.850E-01
    3.8929	6.972E-01
    3.8942	7.084E-01
    3.8956	7.187E-01
    3.8970	7.282E-01
    3.8983	7.369E-01
    3.8997	7.450E-01
    3.9010	7.524E-01
    3.9024	7.592E-01
    3.9037	7.656E-01
    3.9051	7.715E-01
    3.9064	7.770E-01
    3.9078	7.821E-01
    3.9091	7.869E-01
    3.9105	7.915E-01
    3.9118	7.958E-01
    3.9132	7.998E-01
    3.9145	8.036E-01
    3.9159	8.072E-01
    3.9172	8.106E-01
    3.9186	8.138E-01
    3.9199	8.168E-01
    3.9213	8.196E-01
    3.9226	8.223E-01
    3.9240	8.248E-01
    3.9253	8.272E-01
