# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
    0.968	1.079E-05
    0.969	1.302E-05
    0.970	1.550E-05
    0.971	1.841E-05
    0.972	2.138E-05
    0.973	2.437E-05
    0.974	2.713E-05
    0.975	2.984E-05
    0.976	3.262E-05
    0.977	3.605E-05
    0.978	4.045E-05
    0.979	4.647E-05
    0.980	5.453E-05
    0.981	6.542E-05
    0.982	8.015E-05
    0.983	9.970E-05
    0.984	1.249E-04
    0.985	1.570E-04
    0.986	1.962E-04
    0.987	2.429E-04
    0.988	2.976E-04
    0.989	3.600E-04
    0.990	4.310E-04
    0.991	5.101E-04
    0.992	5.993E-04
    0.993	7.010E-04
    0.994	8.198E-04
    0.995	9.611E-04
    0.996	1.136E-03
    0.997	1.360E-03
    0.998	4.594E-02
    0.999	9.497E-02
    1.000	1.503E-01
    1.001	1.681E-01
    1.002	1.901E-01
    1.003	2.118E-01
    1.004	2.381E-01
    1.005	2.672E-01
    1.006	3.059E-01
    1.007	3.491E-01
    1.008	3.960E-01
    1.009	4.458E-01
    1.010	4.942E-01
    1.011	5.443E-01
    1.012	5.902E-01
    1.013	6.369E-01
    1.014	6.769E-01
    1.015	7.102E-01
    1.016	7.314E-01
    1.017	7.455E-01
    1.018	7.508E-01
    1.019	7.531E-01
    1.020	7.497E-01
    1.021	7.510E-01
    1.022	7.477E-01
    1.023	7.482E-01
    1.024	7.455E-01
    1.025	7.483E-01
    1.026	7.496E-01
    1.027	7.506E-01
    1.028	7.537E-01
    1.029	7.565E-01
    1.030	7.607E-01
    1.031	7.631E-01
    1.032	7.691E-01
    1.033	7.750E-01
    1.034	7.857E-01
    1.035	7.922E-01
    1.036	7.974E-01
    1.037	7.973E-01
    1.038	8.057E-01
    1.039	8.085E-01
    1.040	8.143E-01
    1.041	8.133E-01
    1.042	8.185E-01
    1.043	8.191E-01
    1.044	8.202E-01
    1.045	8.205E-01
    1.046	8.242E-01
    1.047	8.277E-01
    1.048	8.304E-01
    1.049	8.333E-01
    1.050	8.360E-01
    1.051	8.403E-01
    1.052	8.424E-01
    1.053	8.438E-01
    1.054	8.471E-01
    1.055	8.463E-01
    1.056	8.475E-01
    1.057	8.466E-01
    1.058	8.457E-01
    1.059	8.439E-01
    1.060	8.397E-01
    1.061	8.374E-01
    1.062	8.318E-01
    1.063	8.264E-01
    1.064	8.236E-01
    1.065	8.197E-01
    1.066	8.150E-01
    1.067	8.070E-01
    1.068	8.026E-01
    1.069	7.949E-01
    1.070	7.880E-01
    1.071	7.841E-01
    1.072	7.809E-01
    1.073	7.774E-01
    1.074	7.697E-01
    1.075	7.644E-01
    1.076	7.608E-01
    1.077	7.573E-01
    1.078	7.557E-01
    1.079	7.533E-01
    1.080	7.527E-01
    1.081	7.529E-01
    1.082	7.530E-01
    1.083	7.517E-01
    1.084	7.530E-01
    1.085	7.545E-01
    1.086	7.586E-01
    1.087	7.592E-01
    1.088	7.619E-01
    1.089	7.650E-01
    1.090	7.690E-01
    1.091	7.734E-01
    1.092	7.777E-01
    1.093	7.834E-01
    1.094	7.882E-01
    1.095	7.927E-01
    1.096	7.951E-01
    1.097	8.021E-01
    1.098	8.088E-01
    1.099	8.145E-01
    1.100	8.143E-01
    1.101	8.142E-01
    1.102	8.165E-01
    1.103	8.195E-01
    1.104	8.206E-01
    1.105	8.228E-01
    1.106	8.223E-01
    1.107	8.229E-01
    1.108	8.196E-01
    1.109	8.173E-01
    1.110	8.183E-01
    1.111	8.179E-01
    1.112	8.184E-01
    1.113	8.163E-01
    1.114	8.164E-01
    1.115	8.175E-01
    1.116	8.154E-01
    1.117	8.136E-01
    1.118	8.116E-01
    1.119	8.128E-01
    1.120	8.136E-01
    1.121	8.117E-01
    1.122	8.100E-01
    1.123	8.078E-01
    1.124	8.087E-01
    1.125	8.084E-01
    1.126	8.098E-01
    1.127	8.110E-01
    1.128	8.125E-01
    1.129	8.124E-01
    1.130	8.127E-01
    1.131	8.123E-01
    1.132	8.156E-01
    1.133	8.167E-01
    1.134	8.185E-01
    1.135	8.185E-01
    1.136	8.209E-01
    1.137	8.241E-01
    1.138	8.251E-01
    1.139	8.265E-01
    1.140	8.266E-01
    1.141	8.300E-01
    1.142	8.340E-01
    1.143	8.385E-01
    1.144	8.452E-01
    1.145	8.511E-01
    1.146	8.546E-01
    1.147	8.581E-01
    1.148	8.615E-01
    1.149	8.683E-01
    1.150	8.733E-01
    1.151	8.782E-01
    1.152	8.829E-01
    1.153	8.860E-01
    1.154	8.898E-01
    1.155	8.933E-01
    1.156	8.976E-01
    1.157	9.012E-01
    1.158	9.035E-01
    1.159	9.066E-01
    1.160	9.080E-01
    1.161	9.124E-01
    1.162	9.142E-01
    1.163	9.177E-01
    1.164	9.194E-01
    1.165	9.204E-01
    1.166	9.225E-01
    1.167	9.250E-01
    1.168	9.271E-01
    1.169	9.269E-01
    1.170	9.260E-01
    1.171	9.269E-01
    1.172	9.283E-01
    1.173	9.294E-01
    1.174	9.299E-01
    1.175	9.305E-01
    1.176	9.288E-01
    1.177	9.297E-01
    1.178	9.285E-01
    1.179	9.262E-01
    1.180	9.244E-01
    1.181	9.255E-01
    1.182	9.275E-01
    1.183	9.269E-01
    1.184	9.245E-01
    1.185	9.244E-01
    1.186	9.235E-01
    1.187	9.230E-01
    1.188	9.224E-01
    1.189	9.220E-01
    1.190	9.227E-01
    1.191	9.230E-01
    1.192	9.216E-01
    1.193	9.205E-01
    1.194	9.184E-01
    1.195	9.168E-01
    1.196	9.139E-01
    1.197	9.127E-01
    1.198	9.114E-01
    1.199	9.089E-01
    1.200	9.067E-01
    1.201	9.065E-01
    1.202	9.053E-01
    1.203	9.038E-01
    1.204	9.036E-01
    1.205	9.038E-01
    1.206	9.010E-01
    1.207	8.989E-01
    1.208	8.975E-01
    1.209	9.008E-01
    1.210	8.989E-01
    1.211	8.986E-01
    1.212	8.966E-01
    1.213	8.997E-01
    1.214	8.996E-01
    1.215	9.009E-01
    1.216	8.977E-01
    1.217	9.005E-01
    1.218	9.021E-01
    1.219	9.050E-01
    1.220	9.060E-01
    1.221	9.065E-01
    1.222	9.100E-01
    1.223	9.120E-01
    1.224	9.160E-01
    1.225	9.173E-01
    1.226	9.198E-01
    1.227	9.230E-01
    1.228	9.253E-01
    1.229	9.271E-01
    1.230	9.321E-01
    1.231	9.363E-01
    1.232	9.424E-01
    1.233	9.439E-01
    1.234	9.480E-01
    1.235	9.517E-01
    1.236	9.561E-01
    1.237	9.581E-01
    1.238	9.608E-01
    1.239	9.609E-01
    1.240	9.646E-01
    1.241	9.659E-01
    1.242	9.687E-01
    1.243	9.699E-01
    1.244	9.734E-01
    1.245	9.753E-01
    1.246	9.780E-01
    1.247	9.769E-01
    1.248	9.773E-01
    1.249	9.785E-01
    1.250	9.767E-01
    1.251	9.794E-01
    1.252	9.802E-01
    1.253	9.810E-01
    1.254	9.775E-01
    1.255	9.739E-01
    1.256	9.734E-01
    1.257	9.769E-01
    1.258	9.774E-01
    1.259	9.790E-01
    1.260	9.789E-01
    1.261	9.810E-01
    1.262	9.830E-01
    1.263	9.817E-01
    1.264	9.801E-01
    1.265	9.805E-01
    1.266	9.791E-01
    1.267	9.793E-01
    1.268	9.758E-01
    1.269	9.722E-01
    1.270	9.647E-01
    1.271	9.542E-01
    1.272	9.381E-01
    1.273	9.181E-01
    1.274	8.925E-01
    1.275	8.594E-01
    1.276	8.170E-01
    1.277	7.659E-01
    1.278	7.056E-01
    1.279	6.384E-01
    1.280	5.664E-01
    1.281	4.968E-01
    1.282	4.326E-01
    1.283	3.782E-01
    1.284	3.305E-01
    1.285	2.895E-01
    1.286	2.503E-01
    1.287	2.163E-01
    1.288	1.860E-01
    1.289	1.624E-01
    1.290	1.423E-01
    1.291	1.251E-01
    1.292	1.092E-01
    1.293	9.637E-02
    1.294	8.515E-02
    1.295	7.558E-02
    1.296	6.592E-02
    1.297	5.655E-02
    1.298	4.732E-02
    1.299	3.923E-02
    1.300	3.232E-02
    1.301	2.651E-02
    1.302	2.168E-02
    1.303	1.774E-02
    1.304	1.456E-02
    1.305	1.194E-02
    1.306	9.819E-03
    1.307	8.061E-03
    1.308	6.666E-03
    1.309	5.553E-03
    1.310	4.625E-03
    1.311	3.856E-03
    1.312	3.225E-03
    1.313	2.722E-03
    1.314	2.298E-03
    1.315	1.945E-03
    1.316	1.652E-03
    1.317	1.407E-03
    1.318	1.206E-03
    1.319	1.035E-03
    1.320	8.908E-04
    1.321	7.696E-04
    1.322	6.689E-04
    1.323	5.831E-04
    1.324	5.093E-04
    1.325	4.446E-04
    1.326	3.903E-04
    1.327	3.447E-04
    1.328	3.043E-04
    1.329	2.675E-04
    1.330	2.372E-04
    1.331	2.106E-04
    1.332	1.885E-04
    1.333	1.670E-04
    1.334	1.493E-04
    1.335	1.333E-04
    1.336	1.203E-04
    1.337	1.085E-04
    1.338	9.781E-05
    1.339	8.736E-05
    1.340	7.913E-05
    1.341	7.239E-05
    1.342	6.794E-05
    1.343	6.272E-05
    1.344	5.746E-05
    1.345	5.176E-05
    1.346	4.707E-05
    1.347	4.313E-05
    1.348	3.966E-05
    1.349	3.469E-05
    1.350	3.241E-05
    1.351	3.117E-05
    1.352	2.827E-05
    1.353	2.618E-05
    1.354	2.232E-05
    1.355	2.344E-05
    1.356	2.151E-05
    1.357	2.013E-05
    1.358	1.978E-05
    1.359	1.791E-05
    1.360	1.638E-05
    1.361	1.457E-05
    1.362	1.402E-05
    1.363	1.557E-05
    1.364	1.338E-05
    1.365	1.383E-05
    1.366	1.112E-05
    1.367	1.179E-05
    1.368	1.141E-05
    1.369	1.230E-05
    1.370	1.132E-05
    1.371	1.157E-05
    1.372	1.148E-05
    1.373	1.200E-05
    1.374	1.154E-05
    1.375	1.016E-05
    1.376	1.111E-05
    1.377	1.088E-05
    1.378	1.126E-05
    1.379	9.741E-06
    1.380	8.039E-06
    1.381	9.808E-06
    1.382	1.022E-05
    1.383	1.165E-05
