# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
3.759	        0.000
3.760	        6.856e-03
3.762	        7.286e-03
3.763	        7.739e-03
3.765	        8.218e-03
3.766	        8.728e-03
3.767	        9.266e-03
3.769	        9.837e-03
3.770	        1.045e-02
3.771	        1.109e-02
3.773	        1.178e-02
3.774	        1.252e-02
3.775	        1.331e-02
3.777	        1.415e-02
3.778	        1.504e-02
3.779	        1.600e-02
3.781	        1.701e-02
3.782	        1.808e-02
3.783	        1.923e-02
3.785	        2.046e-02
3.786	        2.177e-02
3.788	        2.316e-02
3.789	        2.466e-02
3.790	        2.626e-02
3.792	        2.796e-02
3.793	        2.979e-02
3.794	        3.174e-02
3.796	        3.382e-02
3.797	        3.605e-02
3.798	        3.845e-02
3.800	        4.101e-02
3.801	        4.375e-02
3.802	        4.668e-02
3.804	        4.982e-02
3.805	        5.318e-02
3.806	        5.677e-02
3.808	        6.063e-02
3.809	        6.477e-02
3.810	        6.920e-02
3.812	        7.394e-02
3.813	        7.902e-02
3.815	        8.444e-02
3.816	        9.024e-02
3.817	        9.645e-02
3.819	        1.031e-01
3.820	        1.102e-01
3.821	        1.177e-01
3.823	        1.258e-01
3.824	        1.344e-01
3.825	        1.435e-01
3.827	        1.533e-01
3.828	        1.636e-01
3.829	        1.746e-01
3.831	        1.862e-01
3.832	        1.985e-01
3.833	        2.114e-01
3.835	        2.250e-01
3.836	        2.393e-01
3.837	        2.543e-01
3.839	        2.700e-01
3.840	        2.863e-01
3.842	        3.033e-01
3.843	        3.209e-01
3.844	        3.391e-01
3.846	        3.578e-01
3.847	        3.771e-01
3.848	        3.967e-01
3.850	        4.167e-01
3.851	        4.370e-01
3.852	        4.576e-01
3.854	        4.782e-01
3.855	        4.990e-01
3.856	        5.196e-01
3.858	        5.402e-01
3.859	        5.605e-01
3.860	        5.805e-01
3.862	        6.000e-01
3.863	        6.191e-01
3.865	        6.376e-01
3.866	        6.555e-01
3.867	        6.727e-01
3.869	        6.893e-01
3.870	        7.051e-01
3.871	        7.201e-01
3.873	        7.343e-01
3.874	        7.477e-01
3.875	        7.604e-01
3.877	        7.722e-01
3.878	        7.832e-01
3.879	        7.935e-01
3.881	        8.030e-01
3.882	        8.118e-01
3.883	        8.198e-01
3.885	        8.272e-01
3.886	        8.340e-01
3.887	        8.402e-01
3.889	        8.458e-01
3.890	        8.509e-01
3.892	        8.556e-01
3.893	        8.597e-01
3.894	        8.635e-01
3.896	        8.669e-01
3.897	        8.700e-01
3.898	        8.727e-01
3.900	        8.751e-01
3.901	        8.773e-01
3.902	        8.793e-01
3.904	        8.810e-01
3.905	        8.825e-01
3.906	        8.839e-01
3.908	        8.851e-01
3.909	        8.862e-01
3.910	        8.872e-01
3.912	        8.880e-01
3.913	        8.888e-01
3.915	        8.895e-01
3.916	        8.901e-01
3.917	        8.907e-01
3.919	        8.912e-01
3.920	        8.916e-01
3.921	        8.920e-01
3.923	        8.924e-01
3.924	        8.927e-01
3.925	        8.930e-01
3.927	        8.933e-01
3.928	        8.936e-01
3.929	        8.939e-01
3.931	        8.941e-01
3.932	        8.944e-01
3.933	        8.946e-01
3.935	        8.948e-01
3.936	        8.950e-01
3.937	        8.952e-01
3.939	        8.954e-01
3.940	        8.956e-01
3.942	        8.957e-01
3.943	        8.959e-01
3.944	        8.960e-01
3.946	        8.962e-01
3.947	        8.963e-01
3.948	        8.964e-01
3.950	        8.966e-01
3.951	        8.967e-01
3.952	        8.968e-01
3.954	        8.969e-01
3.955	        8.970e-01
3.956	        8.970e-01
3.958	        8.971e-01
3.959	        8.972e-01
3.960	        8.973e-01
3.962	        8.973e-01
3.963	        8.974e-01
3.965	        8.974e-01
3.966	        8.975e-01
3.967	        8.975e-01
3.969	        8.975e-01
3.970	        8.976e-01
3.971	        8.976e-01
3.973	        8.976e-01
3.974	        8.976e-01
3.975	        8.976e-01
3.977	        8.976e-01
3.978	        8.976e-01
