# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
4.450	        0.000
4.451	        2.559e-03
4.452	        2.762e-03
4.454	        2.985e-03
4.455	        3.230e-03
4.456	        3.497e-03
4.458	        3.789e-03
4.459	        4.108e-03
4.460	        4.457e-03
4.462	        4.839e-03
4.463	        5.259e-03
4.464	        5.719e-03
4.466	        6.224e-03
4.467	        6.779e-03
4.469	        7.390e-03
4.470	        8.063e-03
4.471	        8.807e-03
4.473	        9.630e-03
4.474	        1.054e-02
4.475	        1.155e-02
4.477	        1.268e-02
4.478	        1.393e-02
4.479	        1.532e-02
4.481	        1.687e-02
4.482	        1.859e-02
4.483	        2.052e-02
4.485	        2.267e-02
4.486	        2.508e-02
4.487	        2.777e-02
4.489	        3.079e-02
4.490	        3.418e-02
4.491	        3.798e-02
4.493	        4.224e-02
4.494	        4.704e-02
4.496	        5.244e-02
4.497	        5.851e-02
4.498	        6.534e-02
4.500	        7.301e-02
4.501	        8.164e-02
4.502	        9.131e-02
4.504	        1.022e-01
4.505	        1.143e-01
4.506	        1.278e-01
4.508	        1.429e-01
4.509	        1.596e-01
4.510	        1.781e-01
4.512	        1.983e-01
4.513	        2.204e-01
4.514	        2.445e-01
4.516	        2.703e-01
4.517	        2.980e-01
4.519	        3.273e-01
4.520	        3.580e-01
4.521	        3.898e-01
4.523	        4.226e-01
4.524	        4.558e-01
4.525	        4.889e-01
4.527	        5.218e-01
4.528	        5.539e-01
4.529	        5.847e-01
4.531	        6.140e-01
4.532	        6.414e-01
4.533	        6.666e-01
4.535	        6.895e-01
4.536	        7.100e-01
4.537	        7.281e-01
4.539	        7.437e-01
4.540	        7.572e-01
4.541	        7.685e-01
4.543	        7.779e-01
4.544	        7.856e-01
4.546	        7.918e-01
4.547	        7.968e-01
4.548	        8.007e-01
4.550	        8.038e-01
4.551	        8.063e-01
4.552	        8.082e-01
4.554	        8.098e-01
4.555	        8.111e-01
4.556	        8.123e-01
4.558	        8.134e-01
4.559	        8.145e-01
4.560	        8.155e-01
4.562	        8.166e-01
4.563	        8.178e-01
4.564	        8.190e-01
4.566	        8.202e-01
4.567	        8.215e-01
4.569	        8.229e-01
4.570	        8.242e-01
4.571	        8.256e-01
4.573	        8.270e-01
4.574	        8.283e-01
4.575	        8.296e-01
4.577	        8.309e-01
4.578	        8.321e-01
4.579	        8.332e-01
4.581	        8.343e-01
4.582	        8.352e-01
4.583	        8.361e-01
4.585	        8.369e-01
4.586	        8.375e-01
4.587	        8.380e-01
4.589	        8.385e-01
4.590	        8.388e-01
4.591	        8.390e-01
4.593	        8.391e-01
4.594	        8.392e-01
4.596	        8.391e-01
4.597	        8.390e-01
4.598	        8.388e-01
4.600	        8.386e-01
4.601	        8.383e-01
4.602	        8.380e-01
4.604	        8.377e-01
4.605	        8.374e-01
4.606	        8.371e-01
4.608	        8.368e-01
4.609	        8.365e-01
4.610	        8.362e-01
4.612	        8.359e-01
4.613	        8.357e-01
4.614	        8.355e-01
4.616	        8.354e-01
4.617	        8.352e-01
4.619	        8.352e-01
4.620	        8.352e-01
4.621	        8.352e-01
4.623	        8.352e-01
4.624	        8.354e-01
4.625	        8.355e-01
4.627	        8.357e-01
4.628	        8.359e-01
4.629	        8.362e-01
4.631	        8.365e-01
4.632	        8.368e-01
4.633	        8.371e-01
4.635	        8.374e-01
4.636	        8.378e-01
4.637	        8.381e-01
4.639	        8.385e-01
4.640	        8.388e-01
4.641	        8.391e-01
4.643	        8.394e-01
4.644	        8.397e-01
4.646	        8.400e-01
4.647	        8.402e-01
