# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
    3.0700	0.000
    3.0713	7.700E-03
    3.0727	8.325E-03
    3.0741	9.005E-03
    3.0754	9.745E-03
    3.0768	1.055E-02
    3.0781	1.143E-02
    3.0795	1.239E-02
    3.0808	1.344E-02
    3.0822	1.458E-02
    3.0835	1.582E-02
    3.0849	1.717E-02
    3.0862	1.866E-02
    3.0876	2.028E-02
    3.0889	2.204E-02
    3.0903	2.397E-02
    3.0916	2.607E-02
    3.0930	2.837E-02
    3.0943	3.088E-02
    3.0957	3.363E-02
    3.0970	3.663E-02
    3.0984	3.991E-02
    3.0997	4.349E-02
    3.1011	4.743E-02
    3.1024	5.172E-02
    3.1038	5.641E-02
    3.1051	6.156E-02
    3.1065	6.718E-02
    3.1078	7.332E-02
    3.1092	8.006E-02
    3.1105	8.739E-02
    3.1119	9.540E-02
    3.1132	1.042E-01
    3.1146	1.137E-01
    3.1159	1.241E-01
    3.1173	1.354E-01
    3.1186	1.477E-01
    3.1200	1.610E-01
    3.1213	1.754E-01
    3.1227	1.909E-01
    3.1240	2.076E-01
    3.1254	2.255E-01
    3.1267	2.447E-01
    3.1281	2.651E-01
    3.1295	2.866E-01
    3.1308	3.094E-01
    3.1322	3.333E-01
    3.1335	3.582E-01
    3.1349	3.839E-01
    3.1362	4.106E-01
    3.1376	4.377E-01
    3.1389	4.653E-01
    3.1403	4.931E-01
    3.1416	5.208E-01
    3.1430	5.482E-01
    3.1443	5.752E-01
    3.1457	6.014E-01
    3.1470	6.267E-01
    3.1484	6.508E-01
    3.1497	6.737E-01
    3.1511	6.952E-01
    3.1524	7.151E-01
    3.1538	7.335E-01
    3.1551	7.503E-01
    3.1565	7.655E-01
    3.1578	7.792E-01
    3.1592	7.914E-01
    3.1605	8.021E-01
    3.1619	8.115E-01
    3.1632	8.197E-01
    3.1646	8.267E-01
    3.1659	8.328E-01
    3.1673	8.379E-01
    3.1686	8.423E-01
    3.1700	8.460E-01
    3.1713	8.490E-01
    3.1727	8.515E-01
    3.1740	8.536E-01
    3.1754	8.553E-01
    3.1767	8.567E-01
    3.1781	8.578E-01
    3.1794	8.588E-01
    3.1808	8.595E-01
    3.1822	8.601E-01
    3.1835	8.607E-01
    3.1849	8.611E-01
    3.1862	8.614E-01
    3.1876	8.617E-01
    3.1889	8.620E-01
    3.1903	8.621E-01
    3.1916	8.623E-01
    3.1930	8.625E-01
    3.1943	8.626E-01
    3.1957	8.627E-01
    3.1970	8.628E-01
    3.1984	8.630E-01
    3.1997	8.631E-01
    3.2011	8.631E-01
    3.2024	8.632E-01
    3.2038	8.633E-01
    3.2051	8.634E-01
    3.2065	8.635E-01
    3.2078	8.635E-01
    3.2092	8.635E-01
    3.2105	8.635E-01
    3.2119	8.636E-01
    3.2132	8.636E-01
    3.2146	8.636E-01
    3.2159	8.637E-01
    3.2173	8.637E-01
    3.2186	8.638E-01
    3.2200	8.639E-01
    3.2213	8.640E-01
    3.2227	8.641E-01
    3.2240	8.642E-01
    3.2254	8.644E-01
    3.2267	8.646E-01
    3.2281	8.648E-01
    3.2294	8.650E-01
    3.2308	8.652E-01
    3.2321	8.654E-01
    3.2335	8.657E-01
    3.2348	8.660E-01
    3.2362	8.663E-01
    3.2376	8.666E-01
    3.2389	8.670E-01
