# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
    2.3383	1.038E-04
    2.3395	1.153E-04
    2.3407	1.296E-04
    2.3419	1.442E-04
    2.3431	1.624E-04
    2.3443	1.824E-04
    2.3455	2.071E-04
    2.3467	2.362E-04
    2.3479	2.699E-04
    2.3491	3.111E-04
    2.3503	3.600E-04
    2.3515	4.202E-04
    2.3527	4.918E-04
    2.3539	5.758E-04
    2.3551	6.851E-04
    2.3563	8.135E-04
    2.3575	9.694E-04
    2.3587	1.162E-03
    2.3599	1.398E-03
    2.3611	1.731E-03
    2.3623	2.108E-03
    2.3635	2.578E-03
    2.3647	3.162E-03
    2.3659	3.887E-03
    2.3671	4.884E-03
    2.3683	5.991E-03
    2.3695	7.325E-03
    2.3707	8.910E-03
    2.3719	1.077E-02
    2.3731	1.305E-02
    2.3743	1.545E-02
    2.3755	1.809E-02
    2.3767	2.093E-02
    2.3779	2.392E-02
    2.3791	2.705E-02
    2.3803	3.016E-02
    2.3815	3.327E-02
    2.3827	3.635E-02
    2.3839	3.940E-02
    2.3851	4.236E-02
    2.3863	4.541E-02
    2.3875	4.855E-02
    2.3887	5.185E-02
    2.3899	5.541E-02
    2.3911	5.927E-02
    2.3923	6.370E-02
    2.3935	6.876E-02
    2.3947	7.461E-02
    2.3959	8.141E-02
    2.3971	8.936E-02
    2.3983	9.871E-02
    2.3995	1.097E-01
    2.4007	1.227E-01
    2.4019	1.379E-01
    2.4031	1.560E-01
    2.4043	1.770E-01
    2.4055	2.015E-01
    2.4067	2.296E-01
    2.4079	2.616E-01
    2.4091	2.979E-01
    2.4103	3.373E-01
    2.4115	3.796E-01
    2.4127	4.237E-01
    2.4139	4.686E-01
    2.4151	5.133E-01
    2.4163	5.550E-01
    2.4175	5.931E-01
    2.4187	6.264E-01
    2.4199	6.544E-01
    2.4211	6.772E-01
    2.4223	6.939E-01
    2.4235	7.056E-01
    2.4248	7.131E-01
    2.4260	7.174E-01
    2.4272	7.191E-01
    2.4284	7.193E-01
    2.4296	7.186E-01
    2.4308	7.176E-01
    2.4320	7.167E-01
    2.4332	7.158E-01
    2.4344	7.158E-01
    2.4356	7.163E-01
    2.4368	7.175E-01
    2.4380	7.192E-01
    2.4392	7.213E-01
    2.4404	7.239E-01
    2.4416	7.269E-01
    2.4428	7.300E-01
    2.4440	7.332E-01
    2.4452	7.364E-01
    2.4464	7.395E-01
    2.4476	7.426E-01
    2.4488	7.454E-01
    2.4500	7.481E-01
    2.4512	7.508E-01
    2.4524	7.531E-01
    2.4536	7.553E-01
    2.4548	7.574E-01
    2.4560	7.594E-01
    2.4572	7.617E-01
    2.4584	7.637E-01
    2.4596	7.657E-01
    2.4608	7.678E-01
    2.4620	7.700E-01
    2.4632	7.727E-01
    2.4644	7.752E-01
    2.4656	7.777E-01
    2.4668	7.804E-01
    2.4680	7.831E-01
    2.4692	7.862E-01
    2.4704	7.890E-01
    2.4716	7.918E-01
    2.4728	7.945E-01
    2.4740	7.971E-01
    2.4752	7.998E-01
    2.4764	8.022E-01
    2.4776	8.043E-01
    2.4788	8.062E-01
    2.4800	8.079E-01
    2.4812	8.094E-01
    2.4824	8.105E-01
    2.4836	8.113E-01
    2.4848	8.119E-01
    2.4860	8.123E-01
    2.4872	8.123E-01
    2.4884	8.121E-01
    2.4896	8.117E-01
    2.4908	8.112E-01
    2.4920	8.103E-01
    2.4932	8.095E-01
    2.4944	8.086E-01
    2.4956	8.076E-01
    2.4968	8.065E-01
    2.4980	8.052E-01
    2.4992	8.040E-01
    2.5004	8.029E-01
    2.5016	8.018E-01
    2.5028	8.007E-01
    2.5040	7.992E-01
    2.5052	7.981E-01
    2.5064	7.970E-01
    2.5076	7.960E-01
    2.5088	7.949E-01
    2.5100	7.935E-01
    2.5112	7.924E-01
    2.5124	7.914E-01
    2.5136	7.903E-01
    2.5148	7.893E-01
    2.5160	7.878E-01
    2.5172	7.867E-01
    2.5184	7.857E-01
    2.5196	7.846E-01
    2.5208	7.835E-01
    2.5220	7.820E-01
    2.5232	7.810E-01
    2.5244	7.800E-01
    2.5256	7.790E-01
    2.5268	7.782E-01
    2.5280	7.769E-01
    2.5292	7.762E-01
    2.5304	7.756E-01
    2.5316	7.751E-01
    2.5328	7.747E-01
    2.5340	7.740E-01
    2.5352	7.739E-01
    2.5364	7.738E-01
    2.5376	7.740E-01
    2.5388	7.743E-01
    2.5400	7.744E-01
    2.5412	7.751E-01
    2.5424	7.758E-01
    2.5436	7.768E-01
    2.5448	7.779E-01
    2.5460	7.788E-01
