# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
    1.771	9.485E-01
    1.772	9.605E-01
    1.773	9.686E-01
    1.774	9.750E-01
    1.775	9.792E-01
    1.776	9.821E-01
    1.777	9.840E-01
    1.778	9.839E-01
    1.779	9.850E-01
    1.780	9.853E-01
    1.781	9.855E-01
    1.782	9.841E-01
    1.783	9.840E-01
    1.784	9.838E-01
    1.785	9.841E-01
    1.786	9.833E-01
    1.787	9.837E-01
    1.788	9.860E-01
    1.789	9.865E-01
    1.790	9.877E-01
    1.791	9.869E-01
    1.792	9.869E-01
    1.793	9.851E-01
    1.794	9.834E-01
    1.795	9.817E-01
    1.796	9.789E-01
    1.797	9.757E-01
    1.798	9.726E-01
    1.799	9.697E-01
    1.800	9.664E-01
    1.801	9.641E-01
    1.802	9.615E-01
    1.803	9.592E-01
    1.804	9.547E-01
    1.805	9.523E-01
    1.806	9.502E-01
    1.807	9.497E-01
    1.808	9.490E-01
    1.809	9.475E-01
    1.810	9.461E-01
    1.811	9.455E-01
    1.812	9.475E-01
    1.813	9.485E-01
    1.814	9.504E-01
    1.815	9.505E-01
    1.816	9.530E-01
    1.817	9.550E-01
    1.818	9.575E-01
    1.819	9.585E-01
    1.820	9.600E-01
    1.821	9.621E-01
    1.822	9.652E-01
    1.823	9.662E-01
    1.824	9.683E-01
    1.825	9.711E-01
    1.826	9.738E-01
    1.827	9.749E-01
    1.828	9.754E-01
    1.829	9.767E-01
    1.830	9.783E-01
    1.831	9.800E-01
    1.832	9.819E-01
    1.833	9.819E-01
    1.834	9.815E-01
    1.835	9.811E-01
    1.836	9.830E-01
    1.837	9.838E-01
    1.838	9.843E-01
    1.839	9.835E-01
    1.840	9.844E-01
    1.841	9.833E-01
    1.842	9.824E-01
    1.843	9.826E-01
    1.844	9.822E-01
    1.845	9.812E-01
    1.846	9.786E-01
    1.847	9.778E-01
    1.848	9.767E-01
    1.849	9.747E-01
    1.850	9.735E-01
    1.851	9.725E-01
    1.852	9.723E-01
    1.853	9.711E-01
    1.854	9.686E-01
    1.855	9.666E-01
    1.856	9.656E-01
    1.857	9.666E-01
    1.858	9.663E-01
    1.859	9.643E-01
    1.860	9.632E-01
    1.861	9.620E-01
    1.862	9.603E-01
    1.863	9.583E-01
    1.864	9.584E-01
    1.865	9.586E-01
    1.866	9.590E-01
    1.867	9.585E-01
    1.868	9.602E-01
    1.869	9.615E-01
    1.870	9.633E-01
    1.871	9.659E-01
    1.872	9.675E-01
    1.873	9.700E-01
    1.874	9.715E-01
    1.875	9.732E-01
    1.876	9.747E-01
    1.877	9.739E-01
    1.878	9.750E-01
    1.879	9.759E-01
    1.880	9.777E-01
    1.881	9.795E-01
    1.882	9.798E-01
    1.883	9.817E-01
    1.884	9.822E-01
    1.885	9.834E-01
    1.886	9.849E-01
    1.887	9.857E-01
    1.888	9.869E-01
    1.889	9.878E-01
    1.890	9.882E-01
    1.891	9.871E-01
    1.892	9.861E-01
    1.893	9.861E-01
    1.894	9.867E-01
    1.895	9.878E-01
    1.896	9.889E-01
    1.897	9.899E-01
    1.898	9.902E-01
    1.899	9.913E-01
    1.900	9.907E-01
    1.901	9.918E-01
    1.902	9.919E-01
    1.903	9.938E-01
    1.904	9.931E-01
    1.905	9.937E-01
    1.906	9.932E-01
    1.907	9.937E-01
    1.908	9.945E-01
    1.909	9.935E-01
    1.910	9.934E-01
    1.911	9.927E-01
    1.912	9.947E-01
    1.913	9.962E-01
    1.914	9.966E-01
    1.915	9.958E-01
    1.916	9.941E-01
    1.917	9.954E-01
    1.918	9.954E-01
    1.919	9.950E-01
    1.920	9.925E-01
    1.921	9.927E-01
    1.922	9.925E-01
    1.923	9.908E-01
    1.924	9.902E-01
    1.925	9.887E-01
    1.926	9.876E-01
    1.927	9.858E-01
    1.928	9.856E-01
    1.929	9.850E-01
    1.930	9.843E-01
    1.931	9.832E-01
    1.932	9.833E-01
    1.933	9.819E-01
    1.934	9.809E-01
    1.935	9.796E-01
    1.936	9.794E-01
    1.937	9.776E-01
    1.938	9.769E-01
    1.939	9.757E-01
    1.940	9.757E-01
    1.941	9.750E-01
    1.942	9.747E-01
    1.943	9.762E-01
    1.944	9.771E-01
    1.945	9.784E-01
    1.946	9.781E-01
    1.947	9.789E-01
    1.948	9.796E-01
    1.949	9.796E-01
    1.950	9.802E-01
    1.951	9.805E-01
    1.952	9.822E-01
    1.953	9.828E-01
    1.954	9.827E-01
    1.955	9.833E-01
    1.956	9.837E-01
    1.957	9.848E-01
    1.958	9.850E-01
    1.959	9.840E-01
    1.960	9.845E-01
    1.961	9.841E-01
    1.962	9.857E-01
    1.963	9.843E-01
    1.964	9.846E-01
    1.965	9.837E-01
    1.966	9.829E-01
    1.967	9.821E-01
    1.968	9.820E-01
    1.969	9.821E-01
    1.970	9.812E-01
    1.971	9.811E-01
    1.972	9.816E-01
    1.973	9.806E-01
    1.974	9.791E-01
    1.975	9.790E-01
    1.976	9.803E-01
    1.977	9.813E-01
    1.978	9.811E-01
    1.979	9.809E-01
    1.980	9.812E-01
    1.981	9.819E-01
    1.982	9.824E-01
    1.983	9.816E-01
    1.984	9.822E-01
    1.985	9.821E-01
    1.986	9.823E-01
    1.987	9.835E-01
    1.988	9.846E-01
    1.989	9.865E-01
    1.990	9.863E-01
    1.991	9.874E-01
    1.992	9.878E-01
    1.993	9.883E-01
    1.994	9.875E-01
    1.995	9.879E-01
    1.996	9.869E-01
    1.997	9.875E-01
    1.998	9.880E-01
    1.999	9.876E-01
    2.000	9.866E-01
    2.001	9.860E-01
    2.002	9.874E-01
    2.003	9.896E-01
    2.004	9.893E-01
    2.005	9.884E-01
    2.006	9.867E-01
    2.007	9.862E-01
    2.008	9.847E-01
    2.009	9.846E-01
    2.010	9.855E-01
    2.011	9.857E-01
    2.012	9.852E-01
    2.013	9.849E-01
    2.014	9.865E-01
    2.015	9.877E-01
    2.016	9.881E-01
    2.017	9.886E-01
    2.018	9.910E-01
    2.019	9.894E-01
    2.020	9.892E-01
    2.021	9.873E-01
    2.022	9.893E-01
    2.023	9.910E-01
    2.024	9.934E-01
    2.025	9.959E-01
    2.026	9.962E-01
    2.027	9.952E-01
    2.028	9.950E-01
    2.029	9.961E-01
    2.030	9.971E-01
    2.031	9.971E-01
    2.032	9.974E-01
    2.033	9.982E-01
    2.034	9.981E-01
    2.035	9.976E-01
    2.036	9.970E-01
    2.037	9.981E-01
    2.038	9.983E-01
    2.039	9.979E-01
    2.040	9.967E-01
    2.041	9.947E-01
    2.042	9.939E-01
    2.043	9.913E-01
    2.044	9.903E-01
    2.045	9.883E-01
    2.046	9.871E-01
    2.047	9.865E-01
    2.048	9.845E-01
    2.049	9.840E-01
    2.050	9.834E-01
    2.051	9.833E-01
    2.052	9.826E-01
    2.053	9.813E-01
    2.054	9.811E-01
    2.055	9.806E-01
    2.056	9.797E-01
    2.057	9.787E-01
    2.058	9.785E-01
    2.059	9.787E-01
    2.060	9.790E-01
    2.061	9.801E-01
    2.062	9.809E-01
    2.063	9.816E-01
    2.064	9.828E-01
    2.065	9.826E-01
    2.066	9.835E-01
    2.067	9.846E-01
    2.068	9.869E-01
    2.069	9.882E-01
    2.070	9.891E-01
    2.071	9.910E-01
    2.072	9.932E-01
    2.073	9.953E-01
    2.074	9.965E-01
    2.075	9.976E-01
    2.076	9.973E-01
    2.077	9.974E-01
    2.078	9.975E-01
    2.079	9.980E-01
    2.080	9.982E-01
    2.081	9.976E-01
    2.082	9.974E-01
    2.083	9.968E-01
    2.084	9.981E-01
    2.085	9.980E-01
    2.086	9.987E-01
    2.087	9.972E-01
    2.088	9.970E-01
    2.089	9.957E-01
    2.090	9.948E-01
    2.091	9.919E-01
    2.092	9.897E-01
    2.093	9.896E-01
    2.094	9.900E-01
    2.095	9.901E-01
    2.096	9.890E-01
    2.097	9.880E-01
    2.098	9.876E-01
    2.099	9.868E-01
    2.100	9.862E-01
    2.101	9.860E-01
    2.102	9.849E-01
    2.103	9.855E-01
    2.104	9.868E-01
    2.105	9.871E-01
    2.106	9.862E-01
    2.107	9.839E-01
    2.108	9.835E-01
    2.109	9.823E-01
    2.110	9.830E-01
    2.111	9.808E-01
    2.112	9.822E-01
    2.113	9.805E-01
    2.114	9.809E-01
    2.115	9.786E-01
    2.116	9.783E-01
    2.117	9.799E-01
    2.118	9.805E-01
    2.119	9.799E-01
    2.120	9.777E-01
    2.121	9.773E-01
    2.122	9.766E-01
    2.123	9.758E-01
    2.124	9.741E-01
    2.125	9.731E-01
    2.126	9.724E-01
    2.127	9.719E-01
    2.128	9.712E-01
    2.129	9.711E-01
    2.130	9.710E-01
    2.131	9.710E-01
    2.132	9.719E-01
    2.133	9.722E-01
    2.134	9.718E-01
    2.135	9.712E-01
    2.136	9.697E-01
    2.137	9.703E-01
    2.138	9.701E-01
    2.139	9.717E-01
    2.140	9.729E-01
    2.141	9.739E-01
    2.142	9.743E-01
    2.143	9.752E-01
    2.144	9.777E-01
    2.145	9.798E-01
    2.146	9.807E-01
    2.147	9.798E-01
    2.148	9.804E-01
    2.149	9.812E-01
    2.150	9.825E-01
    2.151	9.816E-01
    2.152	9.814E-01
    2.153	9.816E-01
    2.154	9.817E-01
    2.155	9.805E-01
    2.156	9.798E-01
    2.157	9.814E-01
    2.158	9.811E-01
    2.159	9.808E-01
    2.160	9.787E-01
    2.161	9.777E-01
    2.162	9.750E-01
    2.163	9.732E-01
    2.164	9.729E-01
    2.165	9.718E-01
    2.166	9.711E-01
    2.167	9.694E-01
    2.168	9.693E-01
    2.169	9.670E-01
    2.170	9.651E-01
    2.171	9.636E-01
    2.172	9.632E-01
    2.173	9.628E-01
    2.174	9.638E-01
    2.175	9.636E-01
    2.176	9.654E-01
    2.177	9.646E-01
    2.178	9.654E-01
    2.179	9.645E-01
    2.180	9.643E-01
    2.181	9.636E-01
    2.182	9.628E-01
    2.183	9.636E-01
    2.184	9.650E-01
    2.185	9.678E-01
    2.186	9.688E-01
    2.187	9.685E-01
    2.188	9.679E-01
    2.189	9.686E-01
    2.190	9.693E-01
    2.191	9.703E-01
    2.192	9.702E-01
    2.193	9.703E-01
    2.194	9.711E-01
    2.195	9.713E-01
    2.196	9.721E-01
    2.197	9.730E-01
    2.198	9.750E-01
    2.199	9.765E-01
    2.200	9.772E-01
    2.201	9.769E-01
    2.202	9.788E-01
    2.203	9.795E-01
    2.204	9.804E-01
    2.205	9.794E-01
    2.206	9.773E-01
    2.207	9.739E-01
    2.208	9.693E-01
    2.209	9.646E-01
    2.210	9.578E-01
    2.211	9.496E-01
    2.212	9.392E-01
    2.213	9.250E-01
    2.214	9.080E-01
    2.215	8.872E-01
    2.216	8.644E-01
    2.217	8.372E-01
    2.218	8.072E-01
    2.219	7.741E-01
    2.220	7.383E-01
    2.221	7.000E-01
    2.222	6.595E-01
    2.223	6.162E-01
    2.224	5.715E-01
    2.225	5.274E-01
    2.226	4.852E-01
    2.227	4.453E-01
    2.228	4.077E-01
    2.229	3.732E-01
    2.230	3.409E-01
    2.231	3.113E-01
    2.232	2.842E-01
    2.233	2.588E-01
    2.234	2.351E-01
    2.235	2.129E-01
    2.236	1.920E-01
    2.237	1.723E-01
    2.238	1.539E-01
    2.239	1.372E-01
    2.240	1.217E-01
    2.241	1.078E-01
    2.242	9.526E-02
    2.243	8.395E-02
    2.244	7.369E-02
    2.245	6.454E-02
    2.246	5.644E-02
    2.247	4.938E-02
    2.248	4.316E-02
    2.249	3.773E-02
    2.250	3.295E-02
    2.251	2.876E-02
    2.252	2.514E-02
    2.253	2.199E-02
    2.254	1.923E-02
    2.255	1.683E-02
    2.256	1.470E-02
    2.257	1.288E-02
    2.258	1.128E-02
    2.259	9.899E-03
    2.260	8.677E-03
    2.261	7.628E-03
    2.262	6.709E-03
    2.263	5.919E-03
    2.264	5.221E-03
    2.265	4.612E-03
    2.266	4.068E-03
    2.267	3.605E-03
    2.268	3.198E-03
    2.269	2.847E-03
    2.270	2.534E-03
    2.271	2.270E-03
    2.272	2.032E-03
    2.273	1.830E-03
    2.274	1.644E-03
    2.275	1.487E-03
    2.276	1.342E-03
    2.277	1.220E-03
    2.278	1.110E-03
    2.279	1.014E-03
    2.280	9.238E-04
    2.281	8.447E-04
    2.282	7.720E-04
    2.283	7.119E-04
    2.284	6.550E-04
    2.285	6.049E-04
    2.286	5.536E-04
    2.287	5.128E-04
    2.288	4.716E-04
    2.289	4.369E-04
    2.290	4.037E-04
    2.291	3.734E-04
    2.292	3.454E-04
    2.293	3.176E-04
    2.294	2.951E-04
    2.295	2.739E-04
    2.296	2.575E-04
    2.297	2.384E-04
    2.298	2.246E-04
    2.299	2.086E-04
