# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
1.919	        1.058e-04
1.920	        1.185e-04
1.921	        1.315e-04
1.922	        1.471e-04
1.923	        1.644e-04
1.924	        1.842e-04
1.925	        2.058e-04
1.926	        2.312e-04
1.927	        2.589e-04
1.928	        2.908e-04
1.929	        3.269e-04
1.930	        3.670e-04
1.931	        4.129e-04
1.932	        4.647e-04
1.933	        5.249e-04
1.934	        5.932e-04
1.935	        6.690e-04
1.936	        7.560e-04
1.937	        8.549e-04
1.938	        9.711e-04
1.939	        1.097e-03
1.940	        1.246e-03
1.941	        1.413e-03
1.942	        1.607e-03
1.943	        1.827e-03
1.944	        2.075e-03
1.945	        2.369e-03
1.946	        2.686e-03
1.947	        3.064e-03
1.948	        3.495e-03
1.949	        4.005e-03
1.950	        4.574e-03
1.951	        5.242e-03
1.952	        6.057e-03
1.953	        6.970e-03
1.954	        8.012e-03
1.955	        9.294e-03
1.956	        1.076e-02
1.957	        1.251e-02
1.958	        1.448e-02
1.959	        1.680e-02
1.960	        1.952e-02
1.961	        2.266e-02
1.962	        2.638e-02
1.963	        3.066e-02
1.964	        3.555e-02
1.965	        4.104e-02
1.966	        4.703e-02
1.967	        5.373e-02
1.968	        6.081e-02
1.969	        6.839e-02
1.970	        7.656e-02
1.971	        8.566e-02
1.972	        9.531e-02
1.973	        1.062e-01
1.974	        1.186e-01
1.975	        1.317e-01
1.976	        1.471e-01
1.977	        1.651e-01
1.978	        1.856e-01
1.979	        2.087e-01
1.980	        2.342e-01
1.981	        2.646e-01
1.982	        2.968e-01
1.983	        3.325e-01
1.984	        3.722e-01
1.985	        4.157e-01
1.986	        4.615e-01
1.987	        5.067e-01
1.988	        5.529e-01
1.989	        6.007e-01
1.990	        6.453e-01
1.991	        6.903e-01
1.992	        7.314e-01
1.993	        7.701e-01
1.994	        8.036e-01
1.995	        8.328e-01
1.996	        8.598e-01
1.997	        8.846e-01
1.998	        9.039e-01
1.999	        9.211e-01
2.000	        9.348e-01
2.001	        9.466e-01
2.002	        9.545e-01
2.003	        9.602e-01
2.004	        9.668e-01
2.005	        9.713e-01
2.006	        9.728e-01
2.007	        9.725e-01
2.008	        9.740e-01
2.009	        9.740e-01
2.010	        9.726e-01
2.011	        9.734e-01
2.012	        9.745e-01
2.013	        9.726e-01
2.014	        9.720e-01
2.015	        9.718e-01
2.016	        9.734e-01
2.017	        9.726e-01
2.018	        9.733e-01
2.019	        9.722e-01
2.020	        9.719e-01
2.021	        9.717e-01
2.022	        9.721e-01
2.023	        9.721e-01
2.024	        9.734e-01
2.025	        9.722e-01
2.026	        9.707e-01
2.027	        9.706e-01
2.028	        9.705e-01
2.029	        9.693e-01
2.030	        9.693e-01
2.031	        9.670e-01
2.032	        9.659e-01
2.033	        9.638e-01
2.034	        9.630e-01
2.035	        9.639e-01
2.036	        9.616e-01
2.037	        9.611e-01
2.038	        9.622e-01
2.039	        9.603e-01
2.040	        9.609e-01
2.041	        9.603e-01
2.042	        9.598e-01
2.043	        9.605e-01
2.044	        9.585e-01
2.045	        9.589e-01
2.046	        9.584e-01
2.047	        9.567e-01
2.048	        9.563e-01
2.049	        9.566e-01
2.050	        9.556e-01
2.051	        9.562e-01
2.052	        9.543e-01
2.053	        9.557e-01
2.054	        9.548e-01
2.055	        9.559e-01
2.056	        9.555e-01
2.057	        9.544e-01
2.058	        9.537e-01
2.059	        9.563e-01
2.060	        9.561e-01
2.061	        9.564e-01
2.062	        9.556e-01
2.063	        9.557e-01
2.064	        9.557e-01
2.065	        9.567e-01
2.066	        9.570e-01
2.067	        9.593e-01
2.068	        9.599e-01
2.069	        9.595e-01
2.070	        9.634e-01
2.071	        9.642e-01
2.072	        9.646e-01
2.073	        9.658e-01
2.074	        9.651e-01
2.075	        9.663e-01
2.076	        9.666e-01
2.077	        9.652e-01
2.078	        9.663e-01
2.079	        9.616e-01
2.080	        9.648e-01
2.081	        9.654e-01
2.082	        9.647e-01
2.083	        9.649e-01
2.084	        9.650e-01
2.085	        9.633e-01
2.086	        9.624e-01
2.087	        9.603e-01
2.088	        9.618e-01
2.089	        9.576e-01
2.090	        9.581e-01
2.091	        9.575e-01
2.092	        9.575e-01
2.093	        9.593e-01
2.094	        9.543e-01
2.095	        9.536e-01
2.096	        9.565e-01
2.097	        9.541e-01
2.098	        9.538e-01
2.099	        9.501e-01
2.100	        9.493e-01
2.101	        9.451e-01
2.102	        9.430e-01
2.103	        9.471e-01
2.104	        9.449e-01
2.105	        9.402e-01
2.106	        9.426e-01
2.107	        9.426e-01
2.108	        9.430e-01
2.109	        9.416e-01
2.110	        9.491e-01
2.111	        9.475e-01
2.112	        9.454e-01
2.113	        9.457e-01
2.114	        9.494e-01
2.115	        9.489e-01
2.116	        9.502e-01
2.117	        9.515e-01
2.118	        9.523e-01
2.119	        9.475e-01
2.120	        9.480e-01
2.121	        9.499e-01
2.122	        9.524e-01
2.123	        9.509e-01
2.124	        9.503e-01
2.125	        9.504e-01
2.126	        9.506e-01
2.127	        9.524e-01
2.128	        9.514e-01
2.129	        9.501e-01
2.130	        9.516e-01
2.131	        9.509e-01
2.132	        9.521e-01
2.133	        9.517e-01
2.134	        9.509e-01
2.135	        9.505e-01
2.136	        9.514e-01
2.137	        9.514e-01
2.138	        9.525e-01
2.139	        9.524e-01
2.140	        9.521e-01
2.141	        9.520e-01
2.142	        9.515e-01
2.143	        9.501e-01
2.144	        9.488e-01
2.145	        9.462e-01
2.146	        9.483e-01
2.147	        9.484e-01
2.148	        9.452e-01
2.149	        9.437e-01
2.150	        9.410e-01
2.151	        9.420e-01
2.152	        9.406e-01
2.153	        9.411e-01
2.154	        9.405e-01
2.155	        9.390e-01
2.156	        9.375e-01
2.157	        9.364e-01
2.158	        9.361e-01
2.159	        9.370e-01
2.160	        9.349e-01
2.161	        9.346e-01
2.162	        9.342e-01
2.163	        9.346e-01
2.164	        9.321e-01
2.165	        9.321e-01
2.166	        9.341e-01
2.167	        9.346e-01
2.168	        9.333e-01
2.169	        9.342e-01
2.170	        9.342e-01
2.171	        9.337e-01
2.172	        9.330e-01
2.173	        9.335e-01
2.174	        9.325e-01
2.175	        9.288e-01
2.176	        9.246e-01
2.177	        9.236e-01
2.178	        9.186e-01
2.179	        9.131e-01
2.180	        9.051e-01
2.181	        8.954e-01
2.182	        8.834e-01
2.183	        8.693e-01
2.184	        8.537e-01
2.185	        8.353e-01
2.186	        8.108e-01
2.187	        7.858e-01
2.188	        7.568e-01
2.189	        7.246e-01
2.190	        6.896e-01
2.191	        6.545e-01
2.192	        6.162e-01
2.193	        5.768e-01
2.194	        5.378e-01
2.195	        4.980e-01
2.196	        4.595e-01
2.197	        4.228e-01
2.198	        3.894e-01
2.199	        3.575e-01
2.200	        3.268e-01
2.201	        2.995e-01
2.202	        2.748e-01
2.203	        2.521e-01
2.204	        2.314e-01
2.205	        2.120e-01
2.206	        1.936e-01
2.207	        1.754e-01
2.208	        1.585e-01
2.209	        1.426e-01
2.210	        1.271e-01
2.211	        1.125e-01
2.212	        9.844e-02
2.213	        8.559e-02
2.214	        7.381e-02
2.215	        6.329e-02
2.216	        5.434e-02
2.217	        4.656e-02
2.218	        3.991e-02
2.219	        3.401e-02
2.220	        2.898e-02
2.221	        2.473e-02
2.222	        2.112e-02
2.223	        1.807e-02
2.224	        1.557e-02
2.225	        1.330e-02
2.226	        1.140e-02
2.227	        9.861e-03
2.228	        8.502e-03
2.229	        7.377e-03
2.230	        6.413e-03
2.231	        5.569e-03
2.232	        4.872e-03
2.233	        4.269e-03
2.234	        3.748e-03
2.235	        3.286e-03
2.236	        2.887e-03
2.237	        2.541e-03
2.238	        2.239e-03
2.239	        1.986e-03
2.240	        1.760e-03
2.241	        1.561e-03
2.242	        1.385e-03
2.243	        1.230e-03
2.244	        1.095e-03
2.245	        9.754e-04
2.246	        8.734e-04
2.247	        7.827e-04
2.248	        6.992e-04
2.249	        6.268e-04
2.250	        5.611e-04
2.251	        5.033e-04
2.252	        4.520e-04
2.253	        4.079e-04
2.254	        3.676e-04
2.255	        3.295e-04
2.256	        2.985e-04
2.257	        2.701e-04
2.258	        2.438e-04
2.259	        2.212e-04
2.260	        2.021e-04
2.261	        1.844e-04
2.262	        1.679e-04
2.263	        1.543e-04
2.264	        1.418e-04
2.265	        1.289e-04
2.266	        1.180e-04
2.267	        1.097e-04
2.268	        1.002e-04
