# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
  1.550   3.315e-06
  1.560   2.923e-06
  1.570   2.946e-06
  1.580   3.690e-06
  1.590   4.795e-06
  1.600   4.163e-06
  1.610   6.356e-06
  1.620   1.330e-05
  1.630   2.808e-05
  1.640   5.025e-05
  1.650   9.751e-05
  1.660   3.141e-04
  1.670   1.257e-03
  1.680   3.548e-03
  1.690   1.368e-02
  1.700   6.122e-02
  1.710   2.293e-01
  1.720   6.649e-01
  1.730   8.392e-01
  1.740   9.571e-01
  1.750   9.761e-01
  1.760   9.870e-01
  1.770   9.798e-01
  1.780   9.575e-01
  1.790   9.267e-01
  1.800   9.418e-01
  1.810   9.706e-01
  1.820   9.803e-01
  1.830   9.753e-01
  1.840   9.498e-01
  1.850   9.365e-01
  1.860   9.556e-01
  1.870   9.828e-01
  1.880   9.884e-01
  1.890   9.730e-01
  1.900   9.555e-01
  1.910   9.478e-01
  1.920   9.652e-01
  1.930   9.763e-01
  1.940   9.824e-01
  1.950   8.922e-01
  1.960   5.157e-01
  1.970   1.869e-01
  1.980   6.371e-02
  1.990   1.669e-02
  2.000   4.779e-03
  2.010   1.639e-03
  2.020   7.374e-04
  2.030   3.311e-04
  2.040   1.808e-04
