# JWST NIRCAM preliminary Filter transmission curve
# http://www.stsci.edu/jwst/instruments/nircam/instrumentdesign/filters
# retrieved 2014.09.09 by S.Rodney
# Microns	Transmission
  3.250   3.260e-04
  3.260   3.906e-04
  3.270   5.266e-04
  3.280   8.514e-04
  3.290   1.549e-03
  3.300   2.915e-03
  3.310   5.465e-03
  3.320   8.405e-03
  3.330   1.047e-02
  3.340   1.197e-02
  3.350   1.388e-02
  3.360   1.759e-02
  3.370   2.448e-02
  3.380   3.754e-02
  3.390   6.297e-02
  3.400   1.094e-01
  3.410   2.051e-01
  3.420   3.670e-01
  3.430   5.613e-01
  3.440   6.982e-01
  3.450   7.486e-01
  3.460   7.648e-01
  3.470   7.803e-01
  3.480   8.062e-01
  3.490   8.390e-01
  3.500   8.677e-01
  3.510   8.895e-01
  3.520   8.960e-01
  3.530   8.928e-01
  3.540   8.852e-01
  3.550   8.801e-01
  3.560   8.815e-01
  3.570   8.899e-01
  3.580   9.033e-01
  3.590   9.162e-01
  3.600   9.227e-01
  3.610   9.207e-01
  3.620   9.110e-01
  3.630   8.962e-01
  3.640   8.822e-01
  3.650   8.742e-01
  3.660   8.734e-01
  3.670   8.796e-01
  3.680   8.913e-01
  3.690   9.052e-01
  3.700   9.168e-01
  3.710   9.257e-01
  3.720   9.292e-01
  3.730   9.298e-01
  3.740   9.282e-01
  3.750   9.236e-01
  3.760   9.090e-01
  3.770   8.781e-01
  3.780   8.127e-01
  3.790   7.055e-01
  3.800   5.743e-01
  3.810   4.142e-01
  3.820   2.902e-01
  3.830   1.883e-01
  3.840   1.183e-01
  3.850   7.563e-02
  3.860   4.525e-02
  3.870   2.892e-02
  3.880   1.802e-02
  3.890   1.128e-02
  3.900   7.346e-03
  3.910   4.524e-03
  3.920   2.962e-03
  3.930   1.887e-03
  3.940   1.201e-03
  3.950   7.780e-04
  3.960   4.575e-04
  3.970   2.617e-04
  3.980   1.288e-04
  3.990   3.505e-05
  4.000   1.006e-08
